Filename,TP,FP,FN,Precision,Recall
ADI-master.csv,0,0,0,1,1
android-tree-sitter-main.csv,1,1,1,0.5,0.5
Android-Zbar-JNI-Example-master.csv,0,0,0,1,1
AndroidDevWithCpp-master.csv,10,0,0,1,1
AndroidJNIDemo-master.csv,0,0,0,1,1
Break_it_all-main.csv,0,0,0,1,1
dedekind-MKL-master.csv,0,0,0,1,1
DevSlashLirc-master.csv,0,0,0,1,1
extension_sdk_demo-master.csv,4,0,0,1,1
faiss-center-master.csv,0,0,0,1,1
FumoCement-main.csv,15,0,0,1,1
gdal-warp-bindings-master.csv,0,0,0,1,1
GrandPlan-main.csv,0,0,0,1,1
hello-jniCallback-master.csv,7,0,0,1,1
Intel_SGX_Proj-master.csv,0,0,0,1,1
ipc-master.csv,0,0,0,1,1
janot-master.csv,5,0,0,1,1
JavaCAN-javacan-1.2.csv,0,0,0,1,1
JavaCAN-master.csv,0,0,0,1,1
JavaNativeUtils-master.csv,0,0,0,1,1
jazzer-0.9.csv,0,0,0,1,1
jdetector-master.csv,2,0,0,1,1
jni_examples-master.csv,2,0,0,1,1
jni-bind-Release-0.1.0-alpha.csv,2,0,0,1,1
JniDemo-master.csv,2,0,0,1,1
JNIHelper-master.csv,0,0,0,1,1
jogg-master.csv,0,0,0,1,1
jopus-master.csv,0,0,0,1,1
jpa-master.csv,0,0,0,1,1
jpegkit-android-master.csv,0,0,0,1,1
jpostal-master.csv,2,2,2,0.5,0.5
JTouchToolkit-master.csv,0,0,0,1,1
jzorba-master.csv,0,0,0,1,1
leveldbjni-master.csv,0,0,0,1,1
libhpdf-AndroidLibrary-master.csv,0,0,0,1,1
LibOQSTestApp-master.csv,3,0,0,1,1
libpulse-android-master.csv,9,0,0,1,1
libv4l2-master.csv,0,0,0,1,1
LimeLight-master.csv,0,0,0,1,1
ndk-master.csv,3,0,2,1,0.2
ndk-someiplib-main.csv,0,0,0,1,1
neutrino-master.csv,5,0,0,1,1
of_core_jni-main.csv,0,0,0,1,1
openssl4j-master.csv,0,0,0,1,1
PYJA-master.csv,0,0,0,1,1
RajawaliAssimpBridge-master.csv,0,0,0,1,1
RajawaliTollBridge-main.csv,0,0,0,1,1
RobotPathfinder-master.csv,0,0,0,1,1
rtlsdrj-main.csv,0,0,0,1,1
rustjblas-master.csv,0,0,0,1,1
SDL2-Ndk-Opengles-SampleApp-master.csv,0,0,2,1,0
sdljoystick4java-master.csv,0,0,0,1,1
SoundTouch4Android-master.csv,0,0,0,1,1
VideoEffectRendering-master.csv,0,0,0,1,1
webrtc-java-0.2.0.csv,10,0,0,1,1
webrtc-java-master.csv,11,0,0,1,1
wolfcrypt-jni-master.csv,8,0,0,1,1
wolfssljni-master.csv,5,0,0,1,1
zmq-jni-master.csv,0,0,0,1,1
zstd-jni-master.csv,3,0,0,1,1
