Id_Table,ID,Name,Variable,Method,Class,Package,File
95,CS95,NotSecuringLibraries,path + / +,loadLibrary,RocksDB,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/RocksDB.java
96,CS96,NotSecuringLibraries,sharedLibraryName,loadLibrary,NativeLibraryLoader,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/NativeLibraryLoader.java
97,CS97,NotSecuringLibraries,jniLibraryName,loadLibrary,NativeLibraryLoader,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/NativeLibraryLoader.java
99,CS99,NotSecuringLibraries,compressionType.getLibraryName(),loadLibrary,RocksDB,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/RocksDB.java
100,CS100,NotSecuringLibraries,path + / + Environment.getSharedLibraryFileName(,loadLibrary,RocksDB,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/RocksDB.java
101,CS101,NotSecuringLibraries,loadLibraryFromJarToTemp(tmpDir).getAbsolutePath(),loadLibraryFromJar,NativeLibraryLoader,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/NativeLibraryLoader.java
102,CS102,NotSecuringLibraries,tmpDir,loadLibraryFromJar,NativeLibraryLoader,org.rocksdb,rocksdb-master/java/src/main/java/org/rocksdb/NativeLibraryLoader.java
103,CS103,NotSecuringLibraries,compressionType.getLibraryName(),,DbBenchmark,org.rocksdb.benchmark,rocksdb-master/java/benchmark/src/main/java/org/rocksdb/benchmark/DbBenchmark.java
