ID,Name,Variable,Method,Class,Package,File,File Name
CS1,NotSecuringLibraries,libname,loadLibrary,Loader,org.bytedeco.javacpp,F:/abidi/javacpp-master\src\main\java\org\bytedeco\javacpp\Loader.java,Loader.java
CS2,NotSecuringLibraries,filename2,loadLibrary,Loader,org.bytedeco.javacpp,F:/abidi/javacpp-master\src\main\java\org\bytedeco\javacpp\Loader.java,Loader.java
